"feature_id","gene_symbol","ensembl_gene","custom_annotation"
"chr22:38041765-38043597",NA,"ENSG00000273214","Promoter (<=1kb)"
"chr22:38668749-38669420",NA,"ENSG00000230912","Promoter (<=1kb)"
"chr22:38682318-38682635","TOMM22","ENSG00000100216","Promoter (<=1kb)"
"chr22:38705392-38705992","GTPBP1","ENSG00000100226","Promoter (<=1kb)"
"chr22:38952447-38952833","APOBEC3A","ENSG00000128383","Promoter (<=1kb)"
"chr22:39013632-39014975","APOBEC3C","ENSG00000244509","Promoter (<=1kb)"
"chr22:39090018-39091409",NA,"ENSG00000225720","Promoter (<=1kb)"
"chr22:40950538-40951405","RBX1","ENSG00000100387","Promoter (<=1kb)"
"chr22:41799499-41800439","CCDC134","ENSG00000100147","Promoter (<=1kb)"
"chr22:42437512-42438379",NA,"ENSG00000230107","Promoter (<=1kb)"
"chr22:43212365-43212757","SCUBE1-AS2","ENSG00000236272","Promoter (<=1kb)"
"chr22:43923181-43923603","PNPLA3","ENSG00000100344","Promoter (<=1kb)"
"chr22:45284751-45286059","UPK3A","ENSG00000100373","Promoter (<=1kb)"
"chr22:46113634-46114906","MIRLET7B","ENSG00000284520","Promoter (<=1kb)"
"chr22:48865798-48868188","LINC01310","ENSG00000205632","Promoter (<=1kb)"
"chr22:49917546-49919268","CRELD2","ENSG00000184164","Promoter (<=1kb)"
"chr22:50541702-50541968",NA,"ENSG00000273272","Promoter (<=1kb)"
"chr22:50542459-50542955","KLHDC7B-DT","ENSG00000272666","Promoter (<=1kb)"
"chr3:100492653-100493138","TMEM45A","ENSG00000181458","Promoter (<=1kb)"
"chr3:10115767-10116569","BRK1","ENSG00000254999","Promoter (<=1kb)"
"chr3:101573371-101574250","PCNP","ENSG00000081154","Promoter (<=1kb)"
"chr3:101724240-101724732","CEP97","ENSG00000182504","Promoter (<=1kb)"
"chr3:101778439-101779033","NXPE3","ENSG00000144815","Promoter (<=1kb)"
"chr3:101828762-101829594","NFKBIZ","ENSG00000144802","Promoter (<=1kb)"
"chr3:104502653-104503650",NA,"ENSG00000243635","Promoter (<=1kb)"
"chr3:107328883-107329468","CSP2","ENSG00000241218","Promoter (<=1kb)"
"chr3:108124401-108126291","LINC01215","ENSG00000271856","Promoter (<=1kb)"
"chr3:108295486-108296185","HHLA2","ENSG00000114455","Promoter (<=1kb)"
"chr3:108822060-108822859","TRAT1","ENSG00000163519","Promoter (<=1kb)"
"chr3:111291770-111293180","CD96","ENSG00000153283","Promoter (<=1kb)"
"chr3:113211120-113212946","BOC","ENSG00000144857","Promoter (<=1kb)"
"chr3:113884926-113886429",NA,"ENSG00000241889","Promoter (<=1kb)"
"chr3:115658065-115659745",NA,"ENSG00000241596","Promoter (<=1kb)"
"chr3:119172270-119173794","UPK1B","ENSG00000114638","Promoter (<=1kb)"
"chr3:119579299-119580675",NA,"ENSG00000272967","Promoter (<=1kb)"
"chr3:119595300-119596895","PLA1A","ENSG00000144837","Promoter (<=1kb)"
"chr3:119598865-119599299","PLA1A","ENSG00000144837","Promoter (<=1kb)"
"chr3:119702416-119702763","CFAP91","ENSG00000183833","Promoter (<=1kb)"
"chr3:119779594-119780789","NR1I2","ENSG00000144852","Promoter (<=1kb)"
"chr3:12069779-12071367","ACTG1P12","ENSG00000226642","Promoter (<=1kb)"
"chr3:122679168-122681455","PARP14","ENSG00000173193","Promoter (<=1kb)"
"chr3:126432891-126435427",NA,"ENSG00000279328","Promoter (<=1kb)"
"chr3:127217609-127218660",NA,"ENSG00000287784","Promoter (<=1kb)"
"chr3:127226507-127228178",NA,"ENSG00000289641","Promoter (<=1kb)"
"chr3:127836212-127837467",NA,"ENSG00000287143","Promoter (<=1kb)"
"chr3:128748035-128749560","MARK2P8","ENSG00000239503","Promoter (<=1kb)"
"chr3:129230088-129230648",NA,"ENSG00000289351","Promoter (<=1kb)"
"chr3:132316918-132318002","ACP3","ENSG00000014257","Promoter (<=1kb)"
"chr3:132417372-132418310","DNAJC13","ENSG00000138246","Promoter (<=1kb)"
"chr3:133409740-133410853",NA,"ENSG00000249820","Promoter (<=1kb)"
"chr3:133805335-133806574",NA,"ENSG00000285908","Promoter (<=1kb)"
"chr3:13480067-13480941","HDAC11","ENSG00000163517","Promoter (<=1kb)"
"chr3:135924197-135924896",NA,"ENSG00000242222","Promoter (<=1kb)"
"chr3:136250817-136251514","PCCB","ENSG00000114054","Promoter (<=1kb)"
"chr3:137763963-137764398","SOX14","ENSG00000168875","Promoter (<=1kb)"
"chr3:137998406-137999535","CLDN18","ENSG00000066405","Promoter (<=1kb)"
"chr3:140677851-140678917","TRIM42","ENSG00000155890","Promoter (<=1kb)"
"chr3:141738374-141739384",NA,"ENSG00000285558","Promoter (<=1kb)"
"chr3:141851430-141851877",NA,"ENSG00000286822","Promoter (<=1kb)"
"chr3:14791376-14791986",NA,"ENSG00000285969","Promoter (<=1kb)"
"chr3:148079340-148079794",NA,"ENSG00000285798","Promoter (<=1kb)"
"chr3:148698432-148699108","AGTR1","ENSG00000144891","Promoter (<=1kb)"
"chr3:149224381-149225799",NA,"ENSG00000286714","Promoter (<=1kb)"
"chr3:15207010-15207509","CAPN7","ENSG00000131375","Promoter (<=1kb)"
"chr3:155239224-155240698","LINC01487","ENSG00000241336","Promoter (<=1kb)"
"chr3:15602094-15602532","BTD","ENSG00000169814","Promoter (<=1kb)"
"chr3:157081530-157082801","LINC02029","ENSG00000241544","Promoter (<=1kb)"
"chr3:157542424-157543948","SLC66A1L","ENSG00000174899","Promoter (<=1kb)"
"chr3:15860591-15860791",NA,"ENSG00000287042","Promoter (<=1kb)"
"chr3:158644297-158645143","GFM1","ENSG00000168827","Promoter (<=1kb)"
"chr3:158801514-158802721",NA,"ENSG00000272247","Promoter (<=1kb)"
"chr3:158841098-158842407","GPR79","ENSG00000232374","Promoter (<=1kb)"
"chr3:16802515-16802795","PLCL2","ENSG00000154822","Promoter (<=1kb)"
"chr3:169772134-169772554","MYNN","ENSG00000085274","Promoter (<=1kb)"
"chr3:172039152-172039405","FNDC3B","ENSG00000075420","Promoter (<=1kb)"
"chr3:174302809-174303588","ANAPC15P2","ENSG00000232601","Promoter (<=1kb)"
"chr3:180322608-180323338","RALBP1P1","ENSG00000239880","Promoter (<=1kb)"
"chr3:181700507-181701143",NA,"ENSG00000239381","Promoter (<=1kb)"
"chr3:183447166-183448511","LINC00888","ENSG00000240024","Promoter (<=1kb)"
"chr3:184335184-184337268","FAM131A","ENSG00000175182","Promoter (<=1kb)"
"chr3:184381237-184382160","THPO","ENSG00000090534","Promoter (<=1kb)"
"chr3:186772206-186773623","GPS2P2","ENSG00000230951","Promoter (<=1kb)"
"chr3:186929357-186929557","ST6GAL1","ENSG00000073849","Promoter (<=1kb)"
"chr3:187701954-187703109",NA,"ENSG00000228804","Promoter (<=1kb)"
"chr3:188989361-188990340",NA,"ENSG00000236182","Promoter (<=1kb)"
"chr3:189630709-189631704","TP63","ENSG00000073282","Promoter (<=1kb)"
"chr3:190323151-190323527","CLDN16","ENSG00000113946","Promoter (<=1kb)"
"chr3:192566782-192567225",NA,"ENSG00000289165","Promoter (<=1kb)"
"chr3:194755572-194757641",NA,"ENSG00000234805","Promoter (<=1kb)"
"chr3:194768645-194769014","LINC01972","ENSG00000230401","Promoter (<=1kb)"
"chr3:196740831-196741060","PAK2","ENSG00000180370","Promoter (<=1kb)"
"chr3:21942345-21942769","ZNF385D-AS2","ENSG00000223351","Promoter (<=1kb)"
"chr3:30626279-30626854",NA,"ENSG00000224618","Promoter (<=1kb)"
"chr3:308657-309343","RPS8P6","ENSG00000231660","Promoter (<=1kb)"
"chr3:32951467-32951983","CCR4","ENSG00000183813","Promoter (<=1kb)"
"chr3:35744358-35744882","MIR128-2","ENSG00000207625","Promoter (<=1kb)"
"chr3:38281667-38282939","SLC22A14","ENSG00000144671","Promoter (<=1kb)"
"chr3:38328381-38329634","DLEC1P1","ENSG00000230123","Promoter (<=1kb)"
"chr3:39501982-39503060",NA,"ENSG00000285885","Promoter (<=1kb)"
"chr3:3983971-3984535","PNPT1P1","ENSG00000229241","Promoter (<=1kb)"
"chr3:40322554-40323389","PGAM1P3","ENSG00000230274","Promoter (<=1kb)"
"chr3:40476557-40478080","ZNF619","ENSG00000177873","Promoter (<=1kb)"
"chr3:40720559-40721161",NA,"ENSG00000231873","Promoter (<=1kb)"
"chr3:40970825-40972272",NA,"ENSG00000233096","Promoter (<=1kb)"
"chr3:42731981-42732481",NA,"ENSG00000285539","Promoter (<=1kb)"
"chr3:43088209-43089036",NA,"ENSG00000285766","Promoter (<=1kb)"
"chr3:43286111-43287542","SNRK","ENSG00000163788","Promoter (<=1kb)"
"chr3:44712081-44713049","ZNF502","ENSG00000196653","Promoter (<=1kb)"
"chr3:44729091-44730016","ZNF501","ENSG00000186446","Promoter (<=1kb)"
"chr3:44861334-44862656","MIR564","ENSG00000284498","Promoter (<=1kb)"
"chr3:45555062-45555527","LIMD1","ENSG00000144791","Promoter (<=1kb)"
"chr3:45885644-45886808","CCR9","ENSG00000173585","Promoter (<=1kb)"
"chr3:45996319-45996519",NA,"ENSG00000288717","Promoter (<=1kb)"
"chr3:46129465-46131164","CCR3","ENSG00000183625","Promoter (<=1kb)"
"chr3:46143624-46144522","FLT1P1","ENSG00000229515","Promoter (<=1kb)"
"chr3:46312489-46313378","UQCRC2P1","ENSG00000236736","Promoter (<=1kb)"
"chr3:46370818-46371089","CCR5","ENSG00000160791","Promoter (<=1kb)"
"chr3:46407716-46408291","CCRL2","ENSG00000121797","Promoter (<=1kb)"
"chr3:46557700-46559037",NA,"ENSG00000288718","Promoter (<=1kb)"
"chr3:47346951-47348288",NA,"ENSG00000280173","Promoter (<=1kb)"
"chr3:48918100-48919700","ARIH2","ENSG00000177479","Promoter (<=1kb)"
"chr3:50190783-50191480","GNAT1","ENSG00000114349","Promoter (<=1kb)"
"chr3:50569266-50570045","C3orf18","ENSG00000088543","Promoter (<=1kb)"
"chr3:50611128-50612486","MAPKAPK3","ENSG00000114738","Promoter (<=1kb)"
"chr3:5186911-5187242",NA,"ENSG00000233912","Promoter (<=1kb)"
"chr3:51873408-51875198","IQCF5-AS1","ENSG00000235455","Promoter (<=1kb)"
"chr3:55487468-55487716","WNT5A-AS1","ENSG00000244586","Promoter (<=1kb)"
"chr3:63862814-63864897","ATXN7","ENSG00000163635","Promoter (<=1kb)"
"chr3:72886851-72887481","GXYLT2","ENSG00000172986","Promoter (<=1kb)"
"chr3:89106998-89108011","EPHA3","ENSG00000044524","Promoter (<=1kb)"
"chr3:9750428-9750651","OGG1","ENSG00000114026","Promoter (<=1kb)"
"chr3:97763984-97765309","ARL6","ENSG00000113966","Promoter (<=1kb)"
"chr3:98902156-98902493",NA,"ENSG00000239462","Promoter (<=1kb)"
"chr3:9914823-9918218","IL17RC","ENSG00000163702","Promoter (<=1kb)"
"chr4:102869111-102869866","CISD2","ENSG00000145354","Promoter (<=1kb)"
"chr4:106316408-106317171","TBCK","ENSG00000145348","Promoter (<=1kb)"
"chr4:107824222-107825834","SGMS2","ENSG00000164023","Promoter (<=1kb)"
"chr4:108649635-108650451","OSTC","ENSG00000198856","Promoter (<=1kb)"
"chr4:110364549-110365707","ENPEP","ENSG00000138792","Promoter (<=1kb)"
"chr4:11372104-11373572","RNPS1P1","ENSG00000250896","Promoter (<=1kb)"
"chr4:119135680-119136438","MYOZ2","ENSG00000172399","Promoter (<=1kb)"
"chr4:1209086-1210212","CTBP1-AS","ENSG00000280927","Promoter (<=1kb)"
"chr4:1290786-1290986","MAEA","ENSG00000090316","Promoter (<=1kb)"
"chr4:131379286-131379899","LINC02377","ENSG00000250102","Promoter (<=1kb)"
"chr4:1355891-1356938",NA,"ENSG00000254094","Promoter (<=1kb)"
"chr4:139665287-139666532","MGST2","ENSG00000085871","Promoter (<=1kb)"
"chr4:140257277-140258282","SCOC","ENSG00000153130","Promoter (<=1kb)"
"chr4:145679534-145679838","C4orf51","ENSG00000237136","Promoter (<=1kb)"
"chr4:145679950-145680741","C4orf51","ENSG00000237136","Promoter (<=1kb)"
"chr4:146933873-146934749",NA,"ENSG00000248764","Promoter (<=1kb)"
"chr4:147060104-147060889",NA,"ENSG00000286371","Promoter (<=1kb)"
"chr4:147732994-147733243","ARHGAP10","ENSG00000071205","Promoter (<=1kb)"
"chr4:147744498-147745538","RNA5SP165","ENSG00000252951","Promoter (<=1kb)"
"chr4:147782029-147782797","MIR4799","ENSG00000264274","Promoter (<=1kb)"
"chr4:151099018-151099336","RPS3A","ENSG00000145425","Promoter (<=1kb)"
"chr4:151276807-151277512","PRSS48","ENSG00000189099","Promoter (<=1kb)"
"chr4:151990495-151992152",NA,"ENSG00000286066","Promoter (<=1kb)"
"chr4:154780884-154782204","RBM46","ENSG00000151962","Promoter (<=1kb)"
"chr4:157075838-157076936","GLRB","ENSG00000109738","Promoter (<=1kb)"
"chr4:15777181-15777556","CD38","ENSG00000004468","Promoter (<=1kb)"
"chr4:159398122-159398892",NA,"ENSG00000250180","Promoter (<=1kb)"
"chr4:16400989-16401847",NA,"ENSG00000248138","Promoter (<=1kb)"
"chr4:164726085-164726727","CHORDC1P3","ENSG00000248162","Promoter (<=1kb)"
"chr4:165326672-165327668","MSMO1","ENSG00000052802","Promoter (<=1kb)"
"chr4:165872996-165875349","TLL1","ENSG00000038295","Promoter (<=1kb)"
"chr4:170225992-170226665","LINC01612","ENSG00000250266","Promoter (<=1kb)"
"chr4:171812137-171814482","GALNTL6","ENSG00000174473","Promoter (<=1kb)"
"chr4:176319374-176319696","SPCS3-AS1","ENSG00000248980","Promoter (<=1kb)"
"chr4:176340155-176341301",NA,"ENSG00000289520","Promoter (<=1kb)"
"chr4:18489305-18490076",NA,"ENSG00000251048","Promoter (<=1kb)"
"chr4:188740894-188741559",NA,"ENSG00000278974","Promoter (<=1kb)"
"chr4:24657839-24658396","ATP5MGP3","ENSG00000249256","Promoter (<=1kb)"
"chr4:25377397-25378126","ANAPC4","ENSG00000053900","Promoter (<=1kb)"
"chr4:26857840-26858175","STIM2","ENSG00000109689","Promoter (<=1kb)"
"chr4:2861705-2863195",NA,"ENSG00000287099","Promoter (<=1kb)"
"chr4:3440975-3441182","HGFAC","ENSG00000109758","Promoter (<=1kb)"
"chr4:3461487-3462453","DOK7","ENSG00000175920","Promoter (<=1kb)"
"chr4:37452948-37454208","C4orf19","ENSG00000154274","Promoter (<=1kb)"
"chr4:37825717-37827588","PGM2","ENSG00000169299","Promoter (<=1kb)"
"chr4:38286707-38287502",NA,"ENSG00000251642","Promoter (<=1kb)"
"chr4:38509552-38510578","LINC01259","ENSG00000249667","Promoter (<=1kb)"
"chr4:39713606-39714539",NA,"ENSG00000249019","Promoter (<=1kb)"
"chr4:40264878-40266273",NA,"ENSG00000250338","Promoter (<=1kb)"
"chr4:40316719-40317826","LINC02265","ENSG00000249241","Promoter (<=1kb)"
"chr4:41981938-41983036","DCAF4L1","ENSG00000182308","Promoter (<=1kb)"
"chr4:47485407-47485689","ATP10D","ENSG00000145246","Promoter (<=1kb)"
"chr4:52861536-52863079","RASL11B","ENSG00000128045","Promoter (<=1kb)"
"chr4:54844130-54845249",NA,"ENSG00000249727","Promoter (<=1kb)"
"chr4:5524575-5525258","LINC01587","ENSG00000082929","Promoter (<=1kb)"
"chr4:55948673-55949769","CEP135","ENSG00000174799","Promoter (<=1kb)"
"chr4:56410283-56411105",NA,"ENSG00000283156","Promoter (<=1kb)"
"chr4:56907432-56909659","REST","ENSG00000084093","Promoter (<=1kb)"
"chr4:6576184-6576532","MAN2B2","ENSG00000013288","Promoter (<=1kb)"
"chr4:6715743-6717208","BLOC1S4","ENSG00000186222","Promoter (<=1kb)"
"chr4:73836583-73837277","CXCL6","ENSG00000124875","Promoter (<=1kb)"
"chr4:73847368-73848189","PPBPP1","ENSG00000250550","Promoter (<=1kb)"
"chr4:75360898-75361696",NA,"ENSG00000251185","Promoter (<=1kb)"
"chr4:75513814-75515233","THAP6","ENSG00000174796","Promoter (<=1kb)"
"chr4:75821924-75822958",NA,"ENSG00000229717","Promoter (<=1kb)"
"chr4:78181733-78182433","SERBP1P5","ENSG00000249565","Promoter (<=1kb)"
"chr4:78551322-78552412","ANXA3","ENSG00000138772","Promoter (<=1kb)"
"chr4:79491414-79492636","LINC00989","ENSG00000250334","Promoter (<=1kb)"
"chr4:80385534-80388801",NA,"ENSG00000232327","Promoter (<=1kb)"
"chr4:8180621-8181097","SH3TC1","ENSG00000125089","Promoter (<=1kb)"
"chr4:83034308-83035174","COPS4","ENSG00000138663","Promoter (<=1kb)"
"chr4:8557618-8558965","GPR78","ENSG00000155269","Promoter (<=1kb)"
"chr4:88378452-88379624","HERC6","ENSG00000138642","Promoter (<=1kb)"
"chr4:99564486-99564709","MTTP","ENSG00000138823","Promoter (<=1kb)"
"chr5:100398877-100399404",NA,"ENSG00000249787","Promoter (<=1kb)"
"chr5:103258186-103258806","MACIR","ENSG00000181751","Promoter (<=1kb)"
"chr5:109689516-109691547","MAN2A1","ENSG00000112893","Promoter (<=1kb)"
"chr5:111511865-111512799","STARD4","ENSG00000164211","Promoter (<=1kb)"
"chr5:112976845-112977591","DCP2","ENSG00000172795","Promoter (<=1kb)"
"chr5:116078878-116079720",NA,"ENSG00000272265","Promoter (<=1kb)"
"chr5:120463091-120463691","PRR16","ENSG00000184838","Promoter (<=1kb)"
"chr5:121961242-121961558","SRFBP1","ENSG00000151304","Promoter (<=1kb)"
"chr5:1225480-1225820","SLC6A18","ENSG00000164363","Promoter (<=1kb)"
"chr5:12793858-12795636",NA,"ENSG00000249053","Promoter (<=1kb)"
"chr5:129747219-129748380","MINAR2","ENSG00000186367","Promoter (<=1kb)"
"chr5:131170617-131171863","LYRM7","ENSG00000186687","Promoter (<=1kb)"
"chr5:132293168-132295915","SLC22A4","ENSG00000197208","Promoter (<=1kb)"
"chr5:132410191-132411963","IRF1-AS1","ENSG00000197536","Promoter (<=1kb)"
"chr5:132873765-132874223","LEAP2","ENSG00000164406","Promoter (<=1kb)"
"chr5:134500689-134501334","RNU6-456P","ENSG00000207222","Promoter (<=1kb)"
"chr5:134758131-134759493","DDX46","ENSG00000145833","Promoter (<=1kb)"
"chr5:138338138-138339266","CDC25C","ENSG00000158402","Promoter (<=1kb)"
"chr5:138464579-138466200",NA,"ENSG00000289267","Promoter (<=1kb)"
"chr5:139299278-139300049","RNA5SP195","ENSG00000199545","Promoter (<=1kb)"
"chr5:139611993-139612584","H3P25","ENSG00000275506","Promoter (<=1kb)"
"chr5:139646989-139647233","CXXC5","ENSG00000171604","Promoter (<=1kb)"
"chr5:139684308-139686436",NA,"ENSG00000249526","Promoter (<=1kb)"
"chr5:140357976-140358238",NA,"ENSG00000253965","Promoter (<=1kb)"
"chr5:140638756-140640280","TMCO6","ENSG00000113119","Promoter (<=1kb)"
"chr5:141213690-141214960","PCDHB13","ENSG00000187372","Promoter (<=1kb)"
"chr5:141326061-141326812",NA,"ENSG00000272070","Promoter (<=1kb)"
"chr5:141349930-141350605","PCDHGB1","ENSG00000254221","Promoter (<=1kb)"
"chr5:141359858-141360496","PCDHGB2","ENSG00000253910","Promoter (<=1kb)"
"chr5:141364039-141364713","PCDHGA5","ENSG00000253485","Promoter (<=1kb)"
"chr5:14142607-14145484","TRIO","ENSG00000038382","Promoter (<=1kb)"
"chr5:143605345-143605711",NA,"ENSG00000249881","Promoter (<=1kb)"
"chr5:145936457-145937215","SH3RF2","ENSG00000156463","Promoter (<=1kb)"
"chr5:147558732-147559207","JAKMIP2-AS1","ENSG00000280780","Promoter (<=1kb)"
"chr5:148825716-148827260","ADRB2","ENSG00000169252","Promoter (<=1kb)"
"chr5:148858453-148859003",NA,"ENSG00000289430","Promoter (<=1kb)"
"chr5:149428778-149429412","MIR143","ENSG00000284182","Promoter (<=1kb)"
"chr5:150600245-150600445","SYNPO","ENSG00000171992","Promoter (<=1kb)"
"chr5:150660555-150660876","MYOZ3","ENSG00000164591","Promoter (<=1kb)"
"chr5:150660987-150661621","MYOZ3","ENSG00000164591","Promoter (<=1kb)"
"chr5:151847666-151849121",NA,"ENSG00000270978","Promoter (<=1kb)"
"chr5:157384917-157385275",NA,"ENSG00000248544","Promoter (<=1kb)"
"chr5:159262454-159263888",NA,"ENSG00000288764","Promoter (<=1kb)"
"chr5:159263940-159264476","UBLCP1","ENSG00000164332","Promoter (<=1kb)"
"chr5:170307599-170308131",NA,"ENSG00000288615","Promoter (<=1kb)"
"chr5:170787273-170787968",NA,"ENSG00000253348","Promoter (<=1kb)"
"chr5:171357707-171358449","RN7SL339P","ENSG00000265740","Promoter (<=1kb)"
"chr5:172763894-172764112",NA,"ENSG00000253736","Promoter (<=1kb)"
"chr5:172833349-172834102","ERGIC1","ENSG00000113719","Promoter (<=1kb)"
"chr5:173361422-173362159","RNU6-500P","ENSG00000199219","Promoter (<=1kb)"
"chr5:173689396-173691023","LINC01942","ENSG00000253428","Promoter (<=1kb)"
"chr5:17443766-17444338","LINC02218","ENSG00000249662","Promoter (<=1kb)"
"chr5:17511754-17512805","H3P18","ENSG00000249620","Promoter (<=1kb)"
"chr5:175626753-175627774","RN7SKP148","ENSG00000222111","Promoter (<=1kb)"
"chr5:17625448-17626543","H3P21","ENSG00000250386","Promoter (<=1kb)"
"chr5:176725408-176725884",NA,"ENSG00000248484","Promoter (<=1kb)"
"chr5:176742645-176743746","LINC01574","ENSG00000248859","Promoter (<=1kb)"
"chr5:177611969-177612666",NA,"ENSG00000247679","Promoter (<=1kb)"
"chr5:177837194-177837909","OR1X5P","ENSG00000214351","Promoter (<=1kb)"
"chr5:178840090-178841624",NA,"ENSG00000253725","Promoter (<=1kb)"
"chr5:179061039-179061668","ZNF354C","ENSG00000177932","Promoter (<=1kb)"
"chr5:179657279-179658809",NA,"ENSG00000250999","Promoter (<=1kb)"
"chr5:181147191-181148183","OR2V2","ENSG00000182613","Promoter (<=1kb)"
"chr5:181218087-181218529",NA,"ENSG00000286644","Promoter (<=1kb)"
"chr5:181221861-181222914","TRIM41","ENSG00000146063","Promoter (<=1kb)"
"chr5:2261169-2262113",NA,"ENSG00000275733","Promoter (<=1kb)"
"chr5:27217467-27218516","PURPL","ENSG00000250337","Promoter (<=1kb)"
"chr5:31249704-31251280","DUX4L51","ENSG00000250482","Promoter (<=1kb)"
"chr5:31657170-31657937",NA,"ENSG00000248624","Promoter (<=1kb)"
"chr5:3177055-3178063","LINC01377","ENSG00000249808","Promoter (<=1kb)"
"chr5:32689002-32689711","NPR3","ENSG00000113389","Promoter (<=1kb)"
"chr5:33441040-33441817","TARS1","ENSG00000113407","Promoter (<=1kb)"
"chr5:35853692-35854335","IL7R","ENSG00000168685","Promoter (<=1kb)"
"chr5:37810924-37812727","GDNF-AS1","ENSG00000248587","Promoter (<=1kb)"
"chr5:38257479-38259457","EGFLAM","ENSG00000164318","Promoter (<=1kb)"
"chr5:40841057-40841756","CARD6","ENSG00000132357","Promoter (<=1kb)"
"chr5:50667200-50668253",NA,"ENSG00000289056","Promoter (<=1kb)"
"chr5:54517030-54517478","SNX18","ENSG00000178996","Promoter (<=1kb)"
"chr5:55101257-55103054","GZMA","ENSG00000145649","Promoter (<=1kb)"
"chr5:56554-57495",NA,"ENSG00000250020","Promoter (<=1kb)"
"chr5:57174762-57174962","GPBP1","ENSG00000062194","Promoter (<=1kb)"
"chr5:57395212-57395992",NA,"ENSG00000250961","Promoter (<=1kb)"
"chr5:57650176-57651880",NA,"ENSG00000287709","Promoter (<=1kb)"
"chr5:58581981-58582834","RAB3C","ENSG00000152932","Promoter (<=1kb)"
"chr5:61161737-61163189","SMIM15-AS1","ENSG00000251279","Promoter (<=1kb)"
"chr5:62305277-62305916","KIF2A","ENSG00000068796","Promoter (<=1kb)"
"chr5:62578620-62578894","LRRC70","ENSG00000186105","Promoter (<=1kb)"
"chr5:6378749-6379333",NA,"ENSG00000287031","Promoter (<=1kb)"
"chr5:64674828-64675909","MRPL49P1","ENSG00000224296","Promoter (<=1kb)"
"chr5:65624847-65625368","TRAPPC13","ENSG00000113597","Promoter (<=1kb)"
"chr5:65925539-65925969","ERBIN-DT","ENSG00000269961","Promoter (<=1kb)"
"chr5:6765705-6766008","LINC02236","ENSG00000251365","Promoter (<=1kb)"
"chr5:67901443-67902921",NA,"ENSG00000250421","Promoter (<=1kb)"
"chr5:6837575-6838648","LINC02196","ENSG00000250974","Promoter (<=1kb)"
"chr5:6868163-6868830",NA,"ENSG00000250060","Promoter (<=1kb)"
"chr5:69093470-69093670","SLC30A5","ENSG00000145740","Promoter (<=1kb)"
"chr5:69606706-69608079","NAIPP3","ENSG00000248477","Promoter (<=1kb)"
"chr5:70025164-70026400","SERF1B","ENSG00000205572","Promoter (<=1kb)"
"chr5:70900588-70901804","SERF1A","ENSG00000172058","Promoter (<=1kb)"
"chr5:71455485-71456410","BDP1","ENSG00000145734","Promoter (<=1kb)"
"chr5:72955317-72956922","FCHO2-DT","ENSG00000272081","Promoter (<=1kb)"
"chr5:72996518-72998057",NA,"ENSG00000251467","Promoter (<=1kb)"
"chr5:73786102-73787309",NA,"ENSG00000249293","Promoter (<=1kb)"
"chr5:7397031-7397231","ADCY2","ENSG00000078295","Promoter (<=1kb)"
"chr5:77957517-77958496",NA,"ENSG00000287162","Promoter (<=1kb)"
"chr5:78361368-78361870","SCAMP1","ENSG00000085365","Promoter (<=1kb)"
"chr5:8080146-8082008",NA,"ENSG00000280338","Promoter (<=1kb)"
"chr5:81972125-81972629","ATG10","ENSG00000152348","Promoter (<=1kb)"
"chr5:86617315-86617725","COX7C","ENSG00000127184","Promoter (<=1kb)"
"chr5:93583926-93585525","NR2F1-AS1","ENSG00000237187","Promoter (<=1kb)"
"chr5:95646655-95646995","RFESD","ENSG00000175449","Promoter (<=1kb)"
"chr5:97737465-97738969",NA,"ENSG00000251193","Promoter (<=1kb)"
"chr5:98575838-98576668","CTBP2P4","ENSG00000251102","Promoter (<=1kb)"
"chr5:98929370-98929864","CHD1-DT","ENSG00000248489","Promoter (<=1kb)"
"chr5:99948552-99949717","CRLF3P2","ENSG00000250391","Promoter (<=1kb)"
"chr6:100092509-100093907",NA,"ENSG00000275716","Promoter (<=1kb)"
"chr6:100135957-100136946","PRDX2P4","ENSG00000213177","Promoter (<=1kb)"
"chr6:10633055-10633632","GCNT2P1","ENSG00000205318","Promoter (<=1kb)"
"chr6:108798031-108799296",NA,"ENSG00000286511","Promoter (<=1kb)"
"chr6:108847803-108848525","ARMC2","ENSG00000118690","Promoter (<=1kb)"
"chr6:10886722-10887452","SYCP2L","ENSG00000153157","Promoter (<=1kb)"
"chr6:109095334-109095895","CEP57L1","ENSG00000183137","Promoter (<=1kb)"
"chr6:109978925-109980190","GPR6","ENSG00000146360","Promoter (<=1kb)"
"chr6:110180296-110180932","CDC40","ENSG00000168438","Promoter (<=1kb)"
"chr6:112053571-112054450","CCN6","ENSG00000112761","Promoter (<=1kb)"
"chr6:112366527-112367580","FEM1AP3","ENSG00000217770","Promoter (<=1kb)"
"chr6:113857543-113857777","MARCKS","ENSG00000277443","Promoter (<=1kb)"
"chr6:11414592-11414984",NA,"ENSG00000242753","Promoter (<=1kb)"
"chr6:11607270-11607748",NA,"ENSG00000271897","Promoter (<=1kb)"
"chr6:116399266-116399841",NA,"ENSG00000285446","Promoter (<=1kb)"
"chr6:116615821-116617385","RSPH4A","ENSG00000111834","Promoter (<=1kb)"
"chr6:121388470-121389820",NA,"ENSG00000272714","Promoter (<=1kb)"
"chr6:122399373-122399649","HSF2","ENSG00000025156","Promoter (<=1kb)"
"chr6:122437716-122438433",NA,"ENSG00000279453","Promoter (<=1kb)"
"chr6:12405947-12407018","RN7SKP293","ENSG00000223321","Promoter (<=1kb)"
