"Cluster","EdgeBetweenness","interaction","modality","name","Peak_chr","Peak_end","Peak_start","regulator_id","selected","shared interaction","shared name","site","source","strand","Target_gene_id","target_id","TF_id","tissue","Weight"
,"14254.833333332419","binds","","MEIS1 (binds) USP12","chr13","27184205","27182769","","false","binds","MEIS1 (binds) USP12","","MAGICAL","-","ENSG00000152484.14","","ENSG00000143995.20","",
"4","5945.4793233081145","regulates","EE","CIC (regulates) BCL2L1","",,,"Q96RK0_S739s","false","regulates","CIC (regulates) BCL2L1","S739s","SCION","","","ENSG00000171552.14","","muscle","0.109232944415654"
"1","57181.245454544754","regulates","EE","NFIC (regulates) B4GALNT3","",,,"P08651_T274t","false","regulates","NFIC (regulates) B4GALNT3","T274t","SCION","","","ENSG00000139044.12","","muscle","0.112332319153023"
"13","23529.95214646401","regulates","RE","NFIC (regulates) PTGR2","",,,"P08651_S333s","false","regulates","NFIC (regulates) PTGR2","S333s","SCION","","","ENSG00000140043.12","","muscle","0.12812652331278"
,"50226.12777778423","binds","","MEIS1 (binds) HEMK1","chr3","50643624","50643143","","false","binds","MEIS1 (binds) HEMK1","","MAGICAL","+","ENSG00000114735.10","","ENSG00000143995.20","",
"13","1119335.1335164579","regulates","RE","NFIC (regulates) CUL4A","",,,"P08651_S333s","false","regulates","NFIC (regulates) CUL4A","S333s","SCION","","","ENSG00000139842.15","","muscle","0.164553651108617"
"13","51539.669047624986","regulates","RE","NFIC (regulates) MYLK3","",,,"P08651_S333s","false","regulates","NFIC (regulates) MYLK3","S333s","SCION","","","ENSG00000140795.13","","muscle","0.508988026019802"
,"19513.20000000028","binds","","MEIS1 (binds) HM13","chr20","31522749","31521865","","false","binds","MEIS1 (binds) HM13","","MAGICAL","+","ENSG00000101294.18","","ENSG00000143995.20","",
"13","1166896.5811355254","regulates","RE","NFIC (regulates) IGF1R","",,,"P08651_S333s","false","regulates","NFIC (regulates) IGF1R","S333s","SCION","","","ENSG00000140443.15","","muscle","0.173293793696783"
,"30398.222222219105","binds","","MEIS1 (binds) ZBTB38","chr3","141275796","141274633","","false","binds","MEIS1 (binds) ZBTB38","","MAGICAL","+","ENSG00000177311.12","","ENSG00000143995.20","",
"13","571910.6799783926","regulates","RE","NFIC (regulates) RANBP10","",,,"P08651_S333s","false","regulates","NFIC (regulates) RANBP10","S333s","SCION","","","ENSG00000141084.12","","muscle","0.141541058996527"
"4","336399.73600714287","regulates","EE","CIC (regulates) WDR6","",,,"Q96RK0_S739s","false","regulates","CIC (regulates) WDR6","S739s","SCION","","","ENSG00000178252.19","","muscle","0.110927019762222"
"13","406371.31412078603","regulates","RE","NFIC (regulates) ZCCHC14","",,,"P08651_S333s","false","regulates","NFIC (regulates) ZCCHC14","S333s","SCION","","","ENSG00000140948.13","","muscle","0.495116260364824"
,"40569.33333333449","binds","","MEIS1 (binds) CTNNBIP1","chr1","9891058","9890154","","false","binds","MEIS1 (binds) CTNNBIP1","","MAGICAL","-","ENSG00000178585.15","","ENSG00000143995.20","",
"13","73072.07619048054","regulates","RE","NFIC (regulates) RHOB","",,,"P08651_S333s","false","regulates","NFIC (regulates) RHOB","S333s","SCION","","","ENSG00000143878.10","","muscle","0.142536013845691"
,"4881.250000000102","binds","","ZNF528 (binds) SLC25A25","chr9","128100572","128100191","","false","binds","ZNF528 (binds) SLC25A25","","MAGICAL","+","ENSG00000148339.13","","ENSG00000167555.14","",
"13","371339.7962821632","regulates","RE","NFIC (regulates) TOR1AIP1","",,,"P08651_S333s","false","regulates","NFIC (regulates) TOR1AIP1","S333s","SCION","","","ENSG00000143337.19","","muscle","0.207254574823826"
"4","382826.3149350809","regulates","EE","SAFB (regulates) GRIP2","",,,"Q15424_S234s","false","regulates","SAFB (regulates) GRIP2","S234s","SCION","","","ENSG00000144596.13","","muscle","0.108865903406729"
,"4828.284210526311","binds","","ZNF528 (binds) LAD1","chr1","201431726","201429388","","false","binds","ZNF528 (binds) LAD1","","MAGICAL","-","ENSG00000159166.15","","ENSG00000167555.14","",
"13","107794.01517094031","regulates","RE","NFIC (regulates) CENPC","",,,"P08651_S333s","false","regulates","NFIC (regulates) CENPC","S333s","SCION","","","ENSG00000145241.11","","muscle","0.239508522844528"
,"21836.57142857316","binds","","MEIS1 (binds) PARD3","chr10","34822633","34822114","","false","binds","MEIS1 (binds) PARD3","","MAGICAL","-","ENSG00000148498.16","","ENSG00000143995.20","",
"13","277005.05135981867","regulates","RE","NFIC (regulates) HES6","",,,"P08651_S333s","false","regulates","NFIC (regulates) HES6","S333s","SCION","","","ENSG00000144485.11","","muscle","0.245197672189411"
"13","1077159.8999999296","regulates","RE","NFIC (regulates) PDGFC","",,,"P08651_S333s","false","regulates","NFIC (regulates) PDGFC","S333s","SCION","","","ENSG00000145431.11","","muscle","0.329546650030691"
,"4897.666666666757","binds","","ZNF528 (binds) TLNRD1","chr15","80933556","80931887","","false","binds","ZNF528 (binds) TLNRD1","","MAGICAL","+","ENSG00000140406.4","","ENSG00000167555.14","",
"13","1083788.7525642056","regulates","RE","NFIC (regulates) NAF1","",,,"P08651_S333s","false","regulates","NFIC (regulates) NAF1","S333s","SCION","","","ENSG00000145414.9","","muscle","0.270018151095197"
,"4924.346153846083","binds","","ZNF528 (binds) GABARAPL1","chr12","10215293","10214965","","false","binds","ZNF528 (binds) GABARAPL1","","MAGICAL","+","ENSG00000139112.11","","ENSG00000167555.14","",
"13","1120940.1335164572","regulates","RE","NFIC (regulates) NIPSNAP2","",,,"P08651_S333s","false","regulates","NFIC (regulates) NIPSNAP2","S333s","SCION","","","ENSG00000146729.10","","muscle","0.132289779105148"
"4","2616.2416666666827","regulates","EE","CIC (regulates) SRSF10","",,,"Q96RK0_S739s","false","regulates","CIC (regulates) SRSF10","S739s","SCION","","","ENSG00000188529.15","","muscle","0.10106170861353"
"13","212693.4545454626","regulates","RE","NFIC (regulates) MARCHF6","",,,"P08651_S333s","false","regulates","NFIC (regulates) MARCHF6","S333s","SCION","","","ENSG00000145495.16","","muscle","0.176953526732848"
"13","356089.9045072543","regulates","RE","NFIC (regulates) NONO","",,,"P08651_S333s","false","regulates","NFIC (regulates) NONO","S333s","SCION","","","ENSG00000147140.17","","muscle","0.31730533390297"
"13","590784.6667578454","regulates","RE","NFIC (regulates) MEPCE","",,,"P08651_S333s","false","regulates","NFIC (regulates) MEPCE","S333s","SCION","","","ENSG00000146834.14","","muscle","0.217408215322608"
,"4875.512820512928","binds","","ZNF528 (binds) ATG101","chr12","52053793","52053572","","false","binds","ZNF528 (binds) ATG101","","MAGICAL","+","ENSG00000123395.15","","ENSG00000167555.14","",
"13","106371.481837608","regulates","RE","NFIC (regulates) INPP5E","",,,"P08651_S333s","false","regulates","NFIC (regulates) INPP5E","S333s","SCION","","","ENSG00000148384.14","","muscle","0.15367722675743"
,"6833.0","binds","","ZNF528 (binds) IMP3","chr15","75717361","75717148","","false","binds","ZNF528 (binds) IMP3","","MAGICAL","-","ENSG00000177971.9","","ENSG00000167555.14","",
"13","29657.511868688183","regulates","RE","NFIC (regulates) GSDMC","",,,"P08651_S333s","false","regulates","NFIC (regulates) GSDMC","S333s","SCION","","","ENSG00000147697.9","","muscle","0.107588887116835"
"13","228248.71645021625","regulates","RE","NFIC (regulates) CELF1","",,,"P08651_S333s","false","regulates","NFIC (regulates) CELF1","S333s","SCION","","","ENSG00000149187.19","","muscle","0.233043316256809"
"13","609621.9065657106","regulates","RE","NFIC (regulates) TAF5","",,,"P08651_S333s","false","regulates","NFIC (regulates) TAF5","S333s","SCION","","","ENSG00000148835.12","","muscle","0.22163983755992"
"8","376254.51698178326","regulates","EE","NFIC (regulates) CPSF7","",,,"P08651_S333s","false","regulates","NFIC (regulates) CPSF7","S333s","SCION","","","ENSG00000149532.16","","muscle","0.278051712715646"
"13","1215332.0","regulates","RE","NFIC (regulates) PAK1","",,,"P08651_S333s","false","regulates","NFIC (regulates) PAK1","S333s","SCION","","","ENSG00000149269.10","","muscle","0.151614304019616"
,"4877.6666666667425","binds","","ZNF528 (binds) RELL1","chr4","37623803","37622846","","false","binds","ZNF528 (binds) RELL1","","MAGICAL","-","ENSG00000181826.10","","ENSG00000167555.14","",
"13","446426.7520452024","regulates","RE","NFIC (regulates) ANK3","",,,"P08651_S333s","false","regulates","NFIC (regulates) ANK3","S333s","SCION","","","ENSG00000151150.22","","muscle","0.287893240455984"
,"5168.199999999939","binds","","ZNF528 (binds) MTCH2","chr11","47592634","47592022","","false","binds","ZNF528 (binds) MTCH2","","MAGICAL","-","ENSG00000109919.10","","ENSG00000167555.14","",
"13","639246.575613259","regulates","RE","NFIC (regulates) JPH2","",,,"P08651_S333s","false","regulates","NFIC (regulates) JPH2","S333s","SCION","","","ENSG00000149596.7","","muscle","0.217780086603039"
,"4929.045454545427","binds","","ZNF528 (binds) CCN1","chr1","85582695","85582000","","false","binds","ZNF528 (binds) CCN1","","MAGICAL","+","ENSG00000142871.18","","ENSG00000167555.14","",
"13","1052190.9714286218","regulates","RE","NFIC (regulates) CWF19L2","",,,"P08651_S333s","false","regulates","NFIC (regulates) CWF19L2","S333s","SCION","","","ENSG00000152404.16","","muscle","0.172271957418218"
,"5087.0","binds","","ZNF528 (binds) ZNF142","chr2","218623674","218622625","","false","binds","ZNF528 (binds) ZNF142","","MAGICAL","-","ENSG00000115568.16","","ENSG00000167555.14","",
"13","529353.5690476015","regulates","RE","NFIC (regulates) FHIP2A","",,,"P08651_S333s","false","regulates","NFIC (regulates) FHIP2A","S333s","SCION","","","ENSG00000151553.15","","muscle","0.213518574944126"
,"5129.0","binds","","ZNF528 (binds) NDUFS3","chr11","47592634","47592022","","false","binds","ZNF528 (binds) NDUFS3","","MAGICAL","+","ENSG00000213619.11","","ENSG00000167555.14","",
"13","266060.9104554733","regulates","RE","NFIC (regulates) MBNL1","",,,"P08651_S333s","false","regulates","NFIC (regulates) MBNL1","S333s","SCION","","","ENSG00000152601.18","","muscle","0.366893616164204"
,"1147213.7117748584","binds","","ZNF528 (binds) MAFF","chr22","38215949","38213254","","false","binds","ZNF528 (binds) MAFF","","MAGICAL","+","ENSG00000185022.12","","ENSG00000167555.14","",
"13","603353.5597402779","regulates","RE","NFIC (regulates) CCDC50","",,,"P08651_S333s","false","regulates","NFIC (regulates) CCDC50","S333s","SCION","","","ENSG00000152492.15","","muscle","0.226978979638838"
"13","361786.1046154826","regulates","RE","NFIC (regulates) ART3","",,,"P08651_S333s","false","regulates","NFIC (regulates) ART3","S333s","SCION","","","ENSG00000156219.17","","muscle","0.162233391313751"
,"1.8114192581326474E7","binds","","ZNF528 (binds) ATF3","chr1","212470854","212469574","","false","binds","ZNF528 (binds) ATF3","","MAGICAL","+","ENSG00000162772.17","","ENSG00000167555.14","",
"13","1207873.0","regulates","RE","NFIC (regulates) NADK2","",,,"P08651_S333s","false","regulates","NFIC (regulates) NADK2","S333s","SCION","","","ENSG00000152620.13","","muscle","0.26693975382723"
"13","645856.7973430031","regulates","RE","NFIC (regulates) TMEM164","",,,"P08651_S333s","false","regulates","NFIC (regulates) TMEM164","S333s","SCION","","","ENSG00000157600.12","","muscle","0.1380579697966"
"4","15879.202935954345","regulates","EE","SAFB (regulates) ACSS1","",,,"Q15424_S344s","false","regulates","SAFB (regulates) ACSS1","S344s","SCION","","","ENSG00000154930.15","","muscle","0.187615605654301"
,"4877.6666666667425","binds","","ZNF528 (binds) VEGFA","chr6","43780441","43779759","","false","binds","ZNF528 (binds) VEGFA","","MAGICAL","+","ENSG00000112715.26","","ENSG00000167555.14","",
"13","1215567.0","regulates","RE","NFIC (regulates) FCHO2","",,,"P08651_S333s","false","regulates","NFIC (regulates) FCHO2","S333s","SCION","","","ENSG00000157107.14","","muscle","0.219246173792608"
,"5584.999999999837","binds","","ZNF528 (binds) TPM1-AS","chr15","63069891","63067346","","false","binds","ZNF528 (binds) TPM1-AS","","MAGICAL","-","ENSG00000259498.1","","ENSG00000167555.14","",
"4","12995.66666666655","regulates","EE","CIC (regulates) PI4KAP1","",,,"Q96RK0_S739s","false","regulates","CIC (regulates) PI4KAP1","S739s","SCION","","","ENSG00000274602.5","","muscle","0.111682809136036"
"13","48782.33802308356","regulates","RE","NFIC (regulates) SLC30A2","",,,"P08651_S333s","false","regulates","NFIC (regulates) SLC30A2","S333s","SCION","","","ENSG00000158014.15","","muscle","0.139153596162731"
"13","314821.3521107937","regulates","RE","NFIC (regulates) GAREM2","",,,"P08651_S333s","false","regulates","NFIC (regulates) GAREM2","S333s","SCION","","","ENSG00000157833.13","","muscle","0.294700765979593"
"13","11401.241666666461","regulates","RE","NFIC (regulates) MRNIP","",,,"P08651_S333s","false","regulates","NFIC (regulates) MRNIP","S333s","SCION","","","ENSG00000161010.16","","muscle","0.285495081017651"
"4","257949.44134199154","regulates","EE","CIC (regulates) ENSG00000284747.1","",,,"Q96RK0_S739s","false","regulates","CIC (regulates) ENSG00000284747.1","S739s","SCION","","","ENSG00000284747.1","","muscle","0.263823300186739"
"13","27853.50000000042","regulates","RE","NFIC (regulates) LSS","",,,"P08651_S333s","false","regulates","NFIC (regulates) LSS","S333s","SCION","","","ENSG00000160285.15","","muscle","0.132242106361617"
"13","196356.95068921166","regulates","RE","NFIC (regulates) ACOX1","",,,"P08651_S333s","false","regulates","NFIC (regulates) ACOX1","S333s","SCION","","","ENSG00000161533.12","","muscle","0.1452632240056"
"13","696464.2107688233","regulates","RE","NFIC (regulates) MAML1","",,,"P08651_S333s","false","regulates","NFIC (regulates) MAML1","S333s","SCION","","","ENSG00000161021.13","","muscle","0.346235535245139"
"4","8987.026495726077","regulates","EE","SAFB (regulates) KLHL40","",,,"Q15424_S344s","false","regulates","SAFB (regulates) KLHL40","S344s","SCION","","","ENSG00000157119.12","","muscle","0.106216256278335"
"13","28989.28953824177","regulates","RE","NFIC (regulates) NXF1","",,,"P08651_S333s","false","regulates","NFIC (regulates) NXF1","S333s","SCION","","","ENSG00000162231.14","","muscle","0.105920987869088"
"4","376592.1021108097","regulates","EE","SAFB (regulates) GAREM2","",,,"Q15424_S344s","false","regulates","SAFB (regulates) GAREM2","S344s","SCION","","","ENSG00000157833.13","","muscle","0.114224300640397"
"13","1071649.3746032245","regulates","RE","NFIC (regulates) PLCD3","",,,"P08651_S333s","false","regulates","NFIC (regulates) PLCD3","S333s","SCION","","","ENSG00000161714.12","","muscle","0.180398559307994"
"13","555477.5424242483","regulates","RE","NFIC (regulates) CNST","",,,"P08651_S333s","false","regulates","NFIC (regulates) CNST","S333s","SCION","","","ENSG00000162852.14","","muscle","0.205860833789971"
"13","52794.1476190509","regulates","RE","NFIC (regulates) SNED1","",,,"P08651_S333s","false","regulates","NFIC (regulates) SNED1","S333s","SCION","","","ENSG00000162804.14","","muscle","0.135047914145234"
"5","3952.1253968253477","regulates","EE","CIC (regulates) SSH1","",,,"Q96RK0_S279s","false","regulates","CIC (regulates) SSH1","S279s","SCION","","","ENSG00000084112.15","","muscle","0.151229405888262"
"13","1215567.0","regulates","RE","NFIC (regulates) SGCB","",,,"P08651_S333s","false","regulates","NFIC (regulates) SGCB","S333s","SCION","","","ENSG00000163069.13","","muscle","0.102526469070485"
"4","71991.4393939336","regulates","EE","SAFB (regulates) LSS","",,,"Q15424_S344s","false","regulates","SAFB (regulates) LSS","S344s","SCION","","","ENSG00000160285.15","","muscle","0.152622815743361"
"13","708334.0573231854","regulates","RE","NFIC (regulates) H3-3A","",,,"P08651_S333s","false","regulates","NFIC (regulates) H3-3A","S333s","SCION","","","ENSG00000163041.13","","muscle","0.150969003680655"
"13","563364.6323232148","regulates","RE","NFIC (regulates) DCAF16","",,,"P08651_S333s","false","regulates","NFIC (regulates) DCAF16","S333s","SCION","","","ENSG00000163257.11","","muscle","0.489069852214976"
"13","54425.11746031601","regulates","RE","NFIC (regulates) INHBB","",,,"P08651_S333s","false","regulates","NFIC (regulates) INHBB","S333s","SCION","","","ENSG00000163083.6","","muscle","0.272695433730004"
,"4789.333333333401","binds","","ZNF528 (binds) ENAH","chr1","225737025","225735348","","false","binds","ZNF528 (binds) ENAH","","MAGICAL","-","ENSG00000154380.18","","ENSG00000167555.14","",
"13","56220.053354981304","regulates","RE","NFIC (regulates) DTX3L","",,,"P08651_S333s","false","regulates","NFIC (regulates) DTX3L","S333s","SCION","","","ENSG00000163840.10","","muscle","0.147788269449797"
,"5070.846153846083","binds","","ZNF528 (binds) EIF2AK3","chr2","88615285","88613901","","false","binds","ZNF528 (binds) EIF2AK3","","MAGICAL","-","ENSG00000172071.15","","ENSG00000167555.14","",
"13","321084.2202926194","regulates","RE","NFIC (regulates) PPM1L","",,,"P08651_S333s","false","regulates","NFIC (regulates) PPM1L","S333s","SCION","","","ENSG00000163590.14","","muscle","0.29107435087787"
